Shape,Result,Number,Time
<http://example.org/lungCancer/shapes/Protocol1>,valid,606,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,853,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,876,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1024,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,445,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1096,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,714,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,885,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,968,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,210,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1140,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,252,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,875,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,80,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,986,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1130,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,851,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,431,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,879,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,973,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1069,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,622,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,956,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,535,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1215,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,63,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,716,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1113,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,24,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,846,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1137,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,342,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,328,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,945,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,147,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1070,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,422,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,777,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1182,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1144,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,215,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,918,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,451,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1055,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1177,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,214,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,905,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1084,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1173,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,379,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,672,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1029,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,849,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,948,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1091,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,970,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,51,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,868,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,389,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,870,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,290,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,320,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,985,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,139,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1187,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,604,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,838,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1239,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,267,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,978,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1064,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,596,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,891,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,162,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,131,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1170,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1080,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,888,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,58,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,289,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,836,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1210,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,931,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,111,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,549,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,100,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,429,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,363,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,913,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,518,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1085,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,519,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,275,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,609,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,743,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1011,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,88,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1156,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,916,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1135,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,238,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,152,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,127,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,195,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,501,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,928,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,929,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,89,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,480,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,790,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,67,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,943,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,47,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,548,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,144,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,725,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,648,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,435,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,608,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,341,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,494,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,453,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,804,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,562,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,84,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,618,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,41,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,151,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,940,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,524,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,530,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,68,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,167,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,177,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,746,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,724,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,186,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1019,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1109,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,653,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,97,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,166,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,109,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,874,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1076,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,312,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,276,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,789,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,258,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1003,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,794,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,414,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,758,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,130,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,899,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,444,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,216,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,331,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,971,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,371,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,873,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,751,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,523,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,violated,4,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,656,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,655,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,106,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1162,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1157,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,141,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,95,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,917,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1122,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1242,8.114603281021118
<http://example.org/lungCancer/shapes/Protocol1>,valid,245,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1047,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,589,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,664,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,532,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,877,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,104,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1009,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,820,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1057,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1195,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,126,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,380,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1111,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,617,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,32,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,558,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,938,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,651,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1211,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1192,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,306,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,522,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,568,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,715,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1022,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,506,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1008,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,908,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1068,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,577,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,286,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1058,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,412,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,766,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,600,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,771,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,violated,10,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1123,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,361,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,694,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,406,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,138,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,592,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1041,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,963,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,612,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,266,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,652,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1049,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,710,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,83,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,189,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,209,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,390,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,584,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,717,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,924,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1005,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,551,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,64,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,violated,1,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1198,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1131,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,116,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,792,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,544,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,415,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,816,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1086,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,662,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,597,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,632,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,677,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,375,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,709,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,707,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,29,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,768,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,964,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,742,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,642,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,448,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,323,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1119,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,890,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,403,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1155,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,325,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,356,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1016,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,798,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,679,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1052,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1196,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,372,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,621,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,297,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1035,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,387,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1013,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,69,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1108,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,457,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,299,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,503,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,23,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1100,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,842,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,134,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,996,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,854,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1166,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,616,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,566,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1115,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,627,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1006,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,92,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,427,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,370,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,175,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1014,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1044,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,218,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,586,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,740,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1176,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,463,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1061,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,689,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,685,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,violated,2,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,637,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,680,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,1172,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,223,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,296,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,576,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,796,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,300,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,165,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,157,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1040,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1120,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,640,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,776,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,310,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,844,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,224,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,303,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,795,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,957,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,1121,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,547,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,1160,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,667,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,259,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,1118,8.113603115081787
<http://example.org/lungCancer/shapes/Protocol1>,valid,556,8.111602783203125
<http://example.org/lungCancer/shapes/Protocol1>,valid,633,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,171,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,19,8.11060357093811
<http://example.org/lungCancer/shapes/Protocol1>,valid,782,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,613,8.112602949142456
<http://example.org/lungCancer/shapes/Protocol1>,valid,407,8.111602783203125
